crude adj．未提炼的，粗鲁的，n．原油
odious adj．可憎的，讨厌的
throng n．一大群，v．拥挤
humdrum adj．单调的，乏味的
oath n．誓约，誓言
milk v.挤奶，抽取，套出(秘密等)
sinewy adj．多腱的，强壮有力的
convulse v．使震动，震惊
conjurer n．魔术师
ogle v．送秋波，n．媚眼
migrant n．移民，候鸟
rhapsodize v．过份赞美
horticulture n．园艺学
taunt v．嘲笑，讥笑
figment n．虚构的东西
figurehead n．名义领袖
dislocate v．使脱臼，把…弄乱
circumvent v.用计谋战胜，规避
strait 　n．海峡，adj．狭窄的
bulge v．n．膨胀，突出
quintessence n．典型，完美的榜样，精华
plateau n．高原，平稳的状态
redeem v．赎罪，实践（诺言）
gosling n．小鹅，年轻无知的人
congruity n．全等，一致
famished adj．非常饥饿的
bombast n．高调，夸大之辞
facsimile n.复制本,摹本
felony n．重罪
mitigate v．减轻，缓和
ensign n．舰旗(船上表示所属国家的旗帜)
cushion n．坐垫v．减轻，缓和
chauvinism n．沙文主义，盲目爱国主义
hepatitis n．肝炎
heterodoxy n．异端邪说
sangfroid n．沉着，临危不惧
confluence n．合流，汇流
voluminous adj．长篇的，多产的，庞大的
seethe v．沸腾，汹涌
manumit v．解放（奴隶）
tableau n．画面，活人画（舞台上活人扮的静态画面）
insular adj．岛屿的，心胸狭窄的
craggy adj．有峭壁的，粗壮的
pastiche n.(音乐等)混合作品
philately n．集邮
establishment n．建立，团体，公司
illuminating adj．启示性的，启发的
cereal n．谷类，谷类食品．
embolden v.给……壮胆，鼓励
scythe n．大镰刀
retort v．反驳
conspirator n．阴谋者，谋叛者
tout v．招徕顾客，极力赞扬
rowdy adj．吵闹的，粗暴的
accrue v．（利息等）增大，增多
seminal adj．有创意的
moan v．n．（痛苦的）呻吟，（不满的）抱怨
rampart n．壁垒，城墙
garnish v．装饰（于食品上）
germane adj．有密切关系的，贴切的
estrange v.使疏远
rusticate n．过乡间生活
cleft n.裂缝
disband v．解散（团体）
ravishment n．狂喜，陶醉
deprivation n．剥夺，丧失
secular adj．世俗的、尘世的
benevolence n．善心，仁心
theism n．一神论，有神论
instigation n．煽动，刺激
maple n．枫树
junk n.废物，废旧货
relinquish v．放弃，废除
filthy adj．龌龊的，污秽的
gallows n．绞刑架，绞台
smutty adj．淫秽的
turpitude n．邪恶，卑鄙（行为）
sunder v．分裂，分离
munificent adj．慷慨的，大方的
juxtaposition n．并排
